Timestamp,Asset_ID,Asset_Model,Asset_Type,Location,uplink,L1_Numeric_Val,L2_Error_Frames,MAC_Table_Count,Link_Flaps,RSSI,SNR,L3_Latency_ms,DPI_Latency_ms,L7_App_Response_ms,Protocol_Conversion_Time,Env_Temp_C,RF_Noise_dBm,Scenario_Type,AI_Risk_Assessment,Anomaly_Score,Root_Cause,Confidence,Severity,Root_Cause_Original,Is_Cascading_Failure
2025-12-08 07:14:26,WLAN-AP-02,Belden BAT867,WLAN_AP,Factory_Floor_B,EDGE-SW-02,3,9,0,0,-54,22,13.8,0,39.9,0,25.3,-76,Normal,Stable,0.09501919447046098,None,N/A,NORMAL,None,False
2025-12-08 07:15:56,CORE-SW-02,Hirschmann RS40,Switch,Server_Room,Cloud,3,3,0,0,0,0,11.3,0,34.0,0,23.1,-82,Normal,Stable,0.204503040403879,None,N/A,NORMAL,None,False
2025-12-08 07:17:26,EDGE-SW-01,Hirschmann BOBCAT,Switch,Factory_Floor_A,SEC-FW-01,3,7,0,0,0,0,20.6,0,71.7,0,26.2,-86,Normal,Stable,0.2148755090365484,None,N/A,NORMAL,None,False
2025-12-08 07:18:56,SENSOR-HUB-02,Phoenix Contact,Sensor,Packaging,GATEWAY-02,1,191,0,0,0,0,118.2,0,217.3,0,41.9,-89,DDoS_Attack,Stable,0.041629012796676634,None,N/A,NORMAL,None,False
2025-12-08 07:20:26,SENSOR-HUB-01,Phoenix Contact,Sensor,Quality_Control,GATEWAY-01,20,14,0,0,0,0,22.1,0,124.3,0,57.4,-76,Progressive_Wear,Stable,0.1664070873230557,None,N/A,NORMAL,None,False
2025-12-08 07:21:56,CORE-SW-01,Hirschmann BOBCAT 24TX,Switch,Server_Room,Cloud,27,22,0,4,0,0,36.4,0,88.6,0,64.0,-84,Progressive_Wear,Stable,0.06559953239300204,None,N/A,NORMAL,None,False
2025-12-08 07:23:26,WLAN-AP-02,Belden BAT867,WLAN_AP,Factory_Floor_B,EDGE-SW-02,22,6,0,0,-69,18,21.2,0,74.2,0,61.6,-87,Progressive_Wear,Stable,0.05449205168417648,None,N/A,NORMAL,None,False
2025-12-08 07:24:56,SENSOR-HUB-01,Phoenix Contact,Sensor,Quality_Control,GATEWAY-01,3,7,0,0,0,0,19.0,0,34.4,0,27.2,-82,Normal,Stable,0.20935332558788455,None,N/A,NORMAL,None,False
2025-12-08 07:26:26,GATEWAY-01,Belden OpEdge-8D,Gateway,Factory_Floor_A,EDGE-SW-01,0,0,0,0,0,0,24.5,0,53.5,40,23.8,-89,Normal,Stable,0.15187724968293348,None,N/A,NORMAL,None,False
2025-12-08 07:27:56,WLAN-AP-01,Belden BAT867,WLAN_AP,Factory_Floor_A,EDGE-SW-01,3,6,0,0,-53,33,13.7,0,84.0,0,39.1,-86,Normal,Stable,0.0890264238879499,None,N/A,NORMAL,None,False
2025-12-08 07:29:26,SEC-FW-02,Belden EAGLE40,Firewall,DMZ,CORE-SW-02,2,4,228,0,0,0,18.3,15,36.4,0,22.2,-86,Normal,Stable,0.10764455572449289,None,N/A,NORMAL,None,False
2025-12-08 07:30:56,PLC-ROBOT-02,Siemens S7-1500,PLC,Assembly_Line_2,EDGE-SW-02,2,3,0,0,0,0,20.7,0,73.5,0,20.3,-79,Normal,Stable,0.1971974261655265,None,N/A,NORMAL,None,False
2025-12-08 07:32:26,SEC-FW-01,Belden EAGLE40,Firewall,DMZ,CORE-SW-01,4,7,260,0,0,0,23.0,20,79.9,0,38.7,-71,Normal,Stable,0.10834468241431883,None,N/A,NORMAL,None,False
2025-12-08 07:33:56,EDGE-SW-01,Hirschmann BOBCAT,Switch,Factory_Floor_A,SEC-FW-01,4,6,0,0,0,0,14.1,0,48.6,0,26.6,-80,Normal,Stable,0.21055237287513512,None,N/A,NORMAL,None,False
2025-12-08 07:35:26,WLAN-AP-02,Belden BAT867,WLAN_AP,Factory_Floor_B,EDGE-SW-02,0,111,0,0,-54,10,53.8,0,107.2,0,24.2,-47,RF_Interference,CRITICAL_RISK,-0.002350431525882102,PHYSICAL: Severe RF Interference / Potential Jamming (WLAN),HIGH (90%),CRITICAL,PHYSICAL: Severe RF Interference / Potential Jamming (WLAN),False
2025-12-08 07:36:56,SENSOR-HUB-02,Phoenix Contact,Sensor,Packaging,GATEWAY-02,2,49,0,0,0,0,31.3,0,191.7,0,26.1,-61,RF_Interference,Stable,0.13299224629188383,None,N/A,NORMAL,None,False
2025-12-08 07:38:26,CORE-SW-01,Hirschmann BOBCAT 24TX,Switch,Server_Room,Cloud,3,4,0,0,0,0,10.0,0,80.0,0,42.8,-85,Normal,Stable,0.21263387530744926,None,N/A,NORMAL,None,False
2025-12-08 07:39:56,EDGE-SW-02,Hirschmann BOBCAT,Switch,Factory_Floor_B,SEC-FW-02,1,5,0,0,0,0,8.6,0,72.6,0,21.9,-94,Normal,Stable,0.1866746457013448,None,N/A,NORMAL,None,False
2025-12-08 07:41:26,CORE-SW-01,Hirschmann BOBCAT 24TX,Switch,Server_Room,Cloud,24,10,0,3,0,0,22.6,0,98.7,0,51.0,-85,Progressive_Wear,Stable,0.09644390310547346,None,N/A,NORMAL,None,False
2025-12-08 07:42:56,EDGE-SW-02,Hirschmann BOBCAT,Switch,Factory_Floor_B,SEC-FW-02,1,6,0,0,0,0,12.4,0,84.5,0,34.1,-81,Normal,Stable,0.21853030340881474,None,N/A,NORMAL,None,False
2025-12-08 07:44:26,SENSOR-HUB-01,Phoenix Contact,Sensor,Quality_Control,GATEWAY-01,82,24,0,0,0,0,15.2,0,98.6,0,79.6,-91,Heat_Wave,Stable,0.08716483103013989,None,N/A,NORMAL,None,False
2025-12-08 07:45:56,SEC-FW-02,Belden EAGLE40,Firewall,DMZ,CORE-SW-02,3,0,371,0,0,0,20.2,22,81.0,0,35.9,-95,Normal,Stable,0.08118429700354063,None,N/A,NORMAL,None,False
2025-12-08 07:47:26,PLC-ROBOT-02,Siemens S7-1500,PLC,Assembly_Line_2,EDGE-SW-02,4,4,0,0,0,0,24.5,0,40.8,0,25.1,-94,Normal,Stable,0.19016027020394882,None,N/A,NORMAL,None,False
2025-12-08 07:48:56,EDGE-SW-01,Hirschmann BOBCAT,Switch,Factory_Floor_A,SEC-FW-01,4,5,0,0,0,0,22.9,0,59.0,0,43.0,-73,Normal,Stable,0.21000238473708216,None,N/A,NORMAL,None,False
2025-12-08 07:50:26,PLC-ROBOT-02,Siemens S7-1500,PLC,Assembly_Line_2,EDGE-SW-02,0,8,0,0,0,0,16.8,0,32.1,0,22.4,-93,Normal,Stable,0.18306785299604672,None,N/A,NORMAL,None,False
2025-12-08 07:51:56,PLC-ROBOT-01,Siemens S7-1500,PLC,Assembly_Line_1,EDGE-SW-01,21,11,0,0,0,0,31.8,0,125.8,0,53.6,-70,Progressive_Wear,Stable,0.15866227205704336,None,N/A,NORMAL,None,False
2025-12-08 07:53:26,EDGE-SW-02,Hirschmann BOBCAT,Switch,Factory_Floor_B,SEC-FW-02,0,2,0,0,0,0,20.4,0,36.7,0,26.8,-71,Normal,Stable,0.19982030882000917,None,N/A,NORMAL,None,False
2025-12-08 07:54:56,CORE-SW-02,Hirschmann RS40,Switch,Server_Room,Cloud,2,5,0,0,0,0,9.2,0,43.1,0,31.7,-71,Normal,Stable,0.2027531846783428,None,N/A,NORMAL,None,False
2025-12-08 07:56:26,EDGE-SW-01,Hirschmann BOBCAT,Switch,Factory_Floor_A,SEC-FW-01,4,45,0,0,0,0,26.4,0,176.8,0,22.3,-46,RF_Interference,Stable,0.08504568956339004,None,N/A,NORMAL,None,False
2025-12-08 07:57:56,EDGE-SW-02,Hirschmann BOBCAT,Switch,Factory_Floor_B,SEC-FW-02,4,3,0,0,0,0,18.5,0,44.9,0,37.8,-94,Normal,Stable,0.20143930043051733,None,N/A,NORMAL,None,False
2025-12-08 07:59:26,SEC-FW-01,Belden EAGLE40,Firewall,DMZ,CORE-SW-01,2,7,327,0,0,0,14.2,14,34.4,0,30.1,-92,Normal,Stable,0.09472477555049014,None,N/A,NORMAL,None,False
2025-12-08 08:00:56,CORE-SW-01,Hirschmann BOBCAT 24TX,Switch,Server_Room,Cloud,0,223,0,0,0,0,126.8,0,226.0,0,44.6,-84,DDoS_Attack,Stable,0.031877117924529075,None,N/A,NORMAL,None,False
2025-12-08 08:02:26,GATEWAY-02,Belden OpEdge-8D,Gateway,Factory_Floor_B,EDGE-SW-02,0,0,0,0,0,0,13.9,0,46.9,41,40.3,-75,Normal,Stable,0.16397285818158813,None,N/A,NORMAL,None,False
2025-12-08 08:03:56,CORE-SW-02,Hirschmann RS40,Switch,Server_Room,Cloud,0,5,0,0,0,0,12.9,0,28.2,0,31.5,-72,Normal,Stable,0.20161614902560965,None,N/A,NORMAL,None,False
2025-12-08 08:05:26,PLC-ROBOT-01,Siemens S7-1500,PLC,Assembly_Line_1,EDGE-SW-01,4,2,0,0,0,0,22.7,0,33.5,0,28.8,-81,Normal,Stable,0.21039980118298351,None,N/A,NORMAL,None,False
2025-12-08 08:06:56,GATEWAY-02,Belden OpEdge-8D,Gateway,Factory_Floor_B,EDGE-SW-02,2,8,0,0,0,0,6.2,0,48.3,28,36.2,-80,Normal,Stable,0.18012187861755535,None,N/A,NORMAL,None,False
2025-12-08 08:08:26,WLAN-AP-01,Belden BAT867,WLAN_AP,Factory_Floor_A,EDGE-SW-01,2,6,0,0,-58,12,20.9,0,89.9,0,42.1,-70,Normal,Stable,0.1096590156915574,None,N/A,NORMAL,None,False
2025-12-08 08:09:56,SENSOR-HUB-01,Phoenix Contact,Sensor,Quality_Control,GATEWAY-01,91,13,0,0,0,0,30.1,0,103.8,0,74.6,-77,Heat_Wave,Stable,0.09973951681028903,None,N/A,NORMAL,None,False
2025-12-08 08:11:26,SEC-FW-01,Belden EAGLE40,Firewall,DMZ,CORE-SW-01,0,8,343,0,0,0,21.2,25,62.4,0,34.9,-94,Normal,Stable,0.0784488971407798,None,N/A,NORMAL,None,False
2025-12-08 08:12:56,SENSOR-HUB-01,Phoenix Contact,Sensor,Quality_Control,GATEWAY-01,0,2,0,0,0,0,10.3,0,74.2,0,25.8,-88,Normal,Stable,0.20866688301629377,None,N/A,NORMAL,None,False
2025-12-08 08:14:26,PLC-ROBOT-02,Siemens S7-1500,PLC,Assembly_Line_2,EDGE-SW-02,1,8,0,0,0,0,12.8,0,82.5,0,44.9,-70,Normal,Stable,0.196859119626078,None,N/A,NORMAL,None,False
2025-12-08 08:15:56,SENSOR-HUB-02,Phoenix Contact,Sensor,Packaging,GATEWAY-02,1,7,0,0,0,0,23.3,0,33.4,0,25.9,-84,Normal,Stable,0.20499547122762862,None,N/A,NORMAL,None,False
2025-12-08 08:17:26,PLC-ROBOT-02,Siemens S7-1500,PLC,Assembly_Line_2,EDGE-SW-02,0,9,0,0,0,0,22.6,0,60.8,0,34.2,-70,Normal,Stable,0.20720871333848428,None,N/A,NORMAL,None,False
2025-12-08 08:18:56,EDGE-SW-01,Hirschmann BOBCAT,Switch,Factory_Floor_A,SEC-FW-01,0,6,0,0,0,0,15.5,0,27.8,0,20.9,-95,Normal,Stable,0.16392926483651038,None,N/A,NORMAL,None,False
2025-12-08 08:20:26,GATEWAY-02,Belden OpEdge-8D,Gateway,Factory_Floor_B,EDGE-SW-02,3,9,0,0,0,0,6.2,0,40.7,29,23.3,-85,Normal,Stable,0.1579121498448806,None,N/A,NORMAL,None,False
2025-12-08 08:21:56,SENSOR-HUB-01,Phoenix Contact,Sensor,Quality_Control,GATEWAY-01,1,0,0,0,0,0,23.8,0,55.6,0,33.2,-73,Normal,Stable,0.20677389424678894,None,N/A,NORMAL,None,False
2025-12-08 08:23:26,CORE-SW-02,Hirschmann RS40,Switch,Server_Room,Cloud,4,7,0,0,0,0,20.8,0,88.0,0,28.1,-82,Normal,Stable,0.2110182394646249,None,N/A,NORMAL,None,False
2025-12-08 08:24:56,PLC-ROBOT-01,Siemens S7-1500,PLC,Assembly_Line_1,EDGE-SW-01,2,8,0,0,0,0,20.7,0,43.8,0,37.7,-76,Normal,Stable,0.21467307173438283,None,N/A,NORMAL,None,False
2025-12-08 08:26:26,GATEWAY-02,Belden OpEdge-8D,Gateway,Factory_Floor_B,EDGE-SW-02,3,144,0,0,0,0,130.0,0,370.8,45,29.5,-90,DDoS_Attack,CRITICAL_RISK,-0.04452700472385385,NETWORK: Gateway Connectivity Issue - Check Upstream,MEDIUM (65%),CRITICAL,NETWORK: Gateway Connectivity Issue - Check Upstream,False
2025-12-08 08:27:56,SENSOR-HUB-02,Phoenix Contact,Sensor,Packaging,GATEWAY-02,25,17,0,0,0,0,49.0,0,97.8,0,64.5,-70,Progressive_Wear,Stable,0.14116257564318652,None,N/A,NORMAL,None,False
2025-12-08 08:29:26,GATEWAY-02,Belden OpEdge-8D,Gateway,Factory_Floor_B,EDGE-SW-02,1,0,0,0,0,0,24.6,0,49.9,25,32.4,-84,Normal,Stable,0.1816855196092486,None,N/A,NORMAL,None,False
2025-12-08 08:30:56,SENSOR-HUB-02,Phoenix Contact,Sensor,Packaging,GATEWAY-02,100,16,0,0,0,0,21.3,0,129.9,0,77.8,-87,Heat_Wave,Stable,0.0671375666758316,None,N/A,NORMAL,None,False
2025-12-08 08:32:26,EDGE-SW-02,Hirschmann BOBCAT,Switch,Factory_Floor_B,SEC-FW-02,0,3,0,0,0,0,13.4,0,36.7,0,22.7,-72,Normal,Stable,0.19234195052118636,None,N/A,NORMAL,None,False
2025-12-08 08:33:56,WLAN-AP-01,Belden BAT867,WLAN_AP,Factory_Floor_A,EDGE-SW-01,2,1,0,0,-50,30,22.3,0,70.2,0,29.5,-80,Normal,Stable,0.09752371520635206,None,N/A,NORMAL,None,False
2025-12-08 08:35:26,PLC-ROBOT-01,Siemens S7-1500,PLC,Assembly_Line_1,EDGE-SW-01,3,0,0,0,0,0,11.4,0,82.8,0,31.3,-95,Normal,Stable,0.1927212033987834,None,N/A,NORMAL,None,False
2025-12-08 08:36:56,CORE-SW-02,Hirschmann RS40,Switch,Server_Room,Cloud,0,0,0,0,0,0,11.8,0,85.0,0,42.2,-93,Normal,Stable,0.19349321697671978,None,N/A,NORMAL,None,False
2025-12-08 08:38:26,WLAN-AP-02,Belden BAT867,WLAN_AP,Factory_Floor_B,EDGE-SW-02,82,20,0,0,-70,12,16.6,0,91.4,0,73.6,-82,Heat_Wave,Stable,0.00791318765336324,None,N/A,NORMAL,None,False
2025-12-08 08:39:56,SEC-FW-02,Belden EAGLE40,Firewall,DMZ,CORE-SW-02,4,5,344,0,0,0,9.8,11,48.5,0,33.9,-86,Normal,Stable,0.11328461380013499,None,N/A,NORMAL,None,False
2025-12-08 08:41:26,GATEWAY-01,Belden OpEdge-8D,Gateway,Factory_Floor_A,EDGE-SW-01,1,164,0,0,0,0,130.2,0,294.9,26,23.8,-86,DDoS_Attack,Stable,0.0009772294306883422,None,N/A,NORMAL,None,False
2025-12-08 08:42:56,CORE-SW-01,Hirschmann BOBCAT 24TX,Switch,Server_Room,Cloud,4,4,0,0,0,0,11.2,0,49.4,0,36.0,-92,Normal,Stable,0.20193565986843143,None,N/A,NORMAL,None,False
2025-12-08 08:44:26,WLAN-AP-02,Belden BAT867,WLAN_AP,Factory_Floor_B,EDGE-SW-02,3,81,0,0,-47,10,56.8,0,134.7,0,26.6,-54,RF_Interference,Stable,0.021098352532849085,None,N/A,NORMAL,None,False
2025-12-08 08:45:56,WLAN-AP-02,Belden BAT867,WLAN_AP,Factory_Floor_B,EDGE-SW-02,2,1,0,0,-54,19,6.9,0,63.6,0,40.9,-73,Normal,Stable,0.10316294733587089,None,N/A,NORMAL,None,False
2025-12-08 08:47:26,SENSOR-HUB-01,Phoenix Contact,Sensor,Quality_Control,GATEWAY-01,2,5,0,0,0,0,21.4,0,55.8,0,44.3,-83,Normal,Stable,0.21642662175395,None,N/A,NORMAL,None,False
2025-12-08 08:48:56,GATEWAY-01,Belden OpEdge-8D,Gateway,Factory_Floor_A,EDGE-SW-01,2,2,0,0,0,0,6.6,0,84.1,22,43.4,-86,Normal,Stable,0.18492401844134915,None,N/A,NORMAL,None,False
2025-12-08 08:50:26,GATEWAY-01,Belden OpEdge-8D,Gateway,Factory_Floor_A,EDGE-SW-01,2,9,0,0,0,0,7.4,0,78.4,31,32.9,-91,Normal,Stable,0.16826628852202064,None,N/A,NORMAL,None,False
2025-12-08 08:51:56,SEC-FW-01,Belden EAGLE40,Firewall,DMZ,CORE-SW-01,25,13,422,0,0,0,49.9,30,93.9,0,62.1,-89,Progressive_Wear,CRITICAL_RISK,-0.007925526317405063,PHYSICAL: Thermal Degradation - Monitor Temperature,MEDIUM (65%),HIGH,PHYSICAL: Thermal Degradation - Monitor Temperature,False
2025-12-08 08:53:26,GATEWAY-02,Belden OpEdge-8D,Gateway,Factory_Floor_B,EDGE-SW-02,4,0,0,0,0,0,16.1,0,72.2,37,42.8,-83,Normal,Stable,0.17090542763586086,None,N/A,NORMAL,None,False
2025-12-08 08:54:56,GATEWAY-01,Belden OpEdge-8D,Gateway,Factory_Floor_A,EDGE-SW-01,3,6,0,0,0,0,20.6,0,45.8,29,41.8,-79,Normal,Stable,0.1879581638169458,None,N/A,NORMAL,None,False
2025-12-08 08:56:26,SEC-FW-01,Belden EAGLE40,Firewall,DMZ,CORE-SW-01,4,1,254,0,0,0,20.6,19,82.3,0,34.6,-77,Normal,Stable,0.11139919212590077,None,N/A,NORMAL,None,False
2025-12-08 08:57:56,EDGE-SW-02,Hirschmann BOBCAT,Switch,Factory_Floor_B,SEC-FW-02,3,58,0,0,0,0,41.8,0,115.3,0,26.6,-50,RF_Interference,Stable,0.10888406979605841,None,N/A,NORMAL,None,False
2025-12-08 08:59:26,GATEWAY-02,Belden OpEdge-8D,Gateway,Factory_Floor_B,EDGE-SW-02,1,8,0,0,0,0,9.8,0,80.7,37,30.0,-73,Normal,Stable,0.1733333035689621,None,N/A,NORMAL,None,False
2025-12-08 09:00:56,EDGE-SW-02,Hirschmann BOBCAT,Switch,Factory_Floor_B,SEC-FW-02,1,2,0,0,0,0,22.2,0,72.2,0,40.4,-80,Normal,Stable,0.2192239708003058,None,N/A,NORMAL,None,False
2025-12-08 09:02:26,SENSOR-HUB-02,Phoenix Contact,Sensor,Packaging,GATEWAY-02,3,7,0,0,0,0,10.4,0,50.2,0,27.5,-85,Normal,Stable,0.21362870012147778,None,N/A,NORMAL,None,False
2025-12-08 09:03:56,PLC-ROBOT-01,Siemens S7-1500,PLC,Assembly_Line_1,EDGE-SW-01,4,4,0,0,0,0,20.2,0,82.1,0,31.0,-80,Normal,Stable,0.21416904229817335,None,N/A,NORMAL,None,False
2025-12-08 09:05:26,SENSOR-HUB-02,Phoenix Contact,Sensor,Packaging,GATEWAY-02,0,7,0,0,0,0,7.7,0,74.9,0,39.8,-83,Normal,Stable,0.20941740232516948,None,N/A,NORMAL,None,False
2025-12-08 09:06:56,GATEWAY-02,Belden OpEdge-8D,Gateway,Factory_Floor_B,EDGE-SW-02,4,8,0,0,0,0,5.7,0,38.8,43,24.8,-88,Normal,Stable,0.14045705706671147,None,N/A,NORMAL,None,False
2025-12-08 09:08:26,PLC-ROBOT-02,Siemens S7-1500,PLC,Assembly_Line_2,EDGE-SW-02,2,3,0,0,0,0,18.6,0,43.8,0,29.2,-92,Normal,Stable,0.20180449676909368,None,N/A,NORMAL,None,False
2025-12-08 09:09:56,WLAN-AP-02,Belden BAT867,WLAN_AP,Factory_Floor_B,EDGE-SW-02,4,5,0,0,-64,20,8.3,0,77.9,0,24.4,-84,Normal,Stable,0.09299792893815867,None,N/A,NORMAL,None,False
2025-12-08 09:11:26,PLC-ROBOT-02,Siemens S7-1500,PLC,Assembly_Line_2,EDGE-SW-02,0,107,0,0,0,0,118.9,0,242.6,0,22.3,-77,DDoS_Attack,Stable,0.05261074344863048,None,N/A,NORMAL,None,False
2025-12-08 09:12:56,SEC-FW-02,Belden EAGLE40,Firewall,DMZ,CORE-SW-02,2,0,204,0,0,0,23.2,30,42.0,0,26.7,-80,Normal,Stable,0.07159371852733049,None,N/A,NORMAL,None,False
2025-12-08 09:14:26,SENSOR-HUB-01,Phoenix Contact,Sensor,Quality_Control,GATEWAY-01,4,3,0,0,0,0,17.9,0,54.3,0,26.3,-73,Normal,Stable,0.20500531927038074,None,N/A,NORMAL,None,False
2025-12-08 09:15:56,WLAN-AP-01,Belden BAT867,WLAN_AP,Factory_Floor_A,EDGE-SW-01,1,84,0,0,-49,10,50.9,0,156.7,0,31.5,-49,RF_Interference,Stable,0.009777456952039798,None,N/A,NORMAL,None,False
2025-12-08 09:17:26,PLC-ROBOT-01,Siemens S7-1500,PLC,Assembly_Line_1,EDGE-SW-01,39,16,0,0,0,0,29.0,0,81.0,0,62.6,-86,Progressive_Wear,Stable,0.1413546792006799,None,N/A,NORMAL,None,False
2025-12-08 09:18:56,CORE-SW-02,Hirschmann RS40,Switch,Server_Room,Cloud,1,2,0,0,0,0,19.2,0,83.1,0,26.9,-75,Normal,Stable,0.21309635508058744,None,N/A,NORMAL,None,False
2025-12-08 09:20:26,EDGE-SW-01,Hirschmann BOBCAT,Switch,Factory_Floor_A,SEC-FW-01,1,0,0,0,0,0,21.2,0,54.8,0,32.9,-70,Normal,Stable,0.20637957185209194,None,N/A,NORMAL,None,False
2025-12-08 09:21:56,EDGE-SW-02,Hirschmann BOBCAT,Switch,Factory_Floor_B,SEC-FW-02,3,9,0,0,0,0,23.1,0,55.8,0,38.0,-87,Normal,Stable,0.2159946233979257,None,N/A,NORMAL,None,False
2025-12-08 09:23:26,PLC-ROBOT-02,Siemens S7-1500,PLC,Assembly_Line_2,EDGE-SW-02,2,1,0,0,0,0,19.3,0,70.9,0,37.7,-72,Normal,Stable,0.211794634673516,None,N/A,NORMAL,None,False
2025-12-08 09:24:56,PLC-ROBOT-01,Siemens S7-1500,PLC,Assembly_Line_1,EDGE-SW-01,93,17,0,0,0,0,40.2,0,157.7,0,83.1,-90,Heat_Wave,Stable,0.05827277288032712,None,N/A,NORMAL,None,False
2025-12-08 09:26:26,SEC-FW-01,Belden EAGLE40,Firewall,DMZ,CORE-SW-01,3,7,486,0,0,0,23.3,20,71.0,0,31.8,-71,Normal,Stable,0.09126093170848709,None,N/A,NORMAL,None,False
2025-12-08 09:27:56,SEC-FW-02,Belden EAGLE40,Firewall,DMZ,CORE-SW-02,1,7,369,0,0,0,10.2,19,52.9,0,38.6,-84,Normal,Stable,0.10988004092186004,None,N/A,NORMAL,None,False
2025-12-08 09:29:26,CORE-SW-02,Hirschmann RS40,Switch,Server_Room,Cloud,2,9,0,0,0,0,14.4,0,38.9,0,41.7,-93,Normal,Stable,0.2001236062397957,None,N/A,NORMAL,None,False
2025-12-08 09:30:56,CORE-SW-02,Hirschmann RS40,Switch,Server_Room,Cloud,1,32,0,0,0,0,29.8,0,114.9,0,29.5,-61,RF_Interference,Stable,0.16453980730698686,None,N/A,NORMAL,None,False
2025-12-08 09:32:26,WLAN-AP-01,Belden BAT867,WLAN_AP,Factory_Floor_A,EDGE-SW-01,52,7,0,0,-70,10,43.4,0,111.0,0,63.4,-73,Progressive_Wear,Stable,0.023634370056844545,None,N/A,NORMAL,None,False
2025-12-08 09:33:56,PLC-ROBOT-01,Siemens S7-1500,PLC,Assembly_Line_1,EDGE-SW-01,16,14,0,0,0,0,42.8,0,91.5,0,54.7,-89,Progressive_Wear,Stable,0.16279161263447173,None,N/A,NORMAL,None,False
2025-12-08 09:35:26,SENSOR-HUB-01,Phoenix Contact,Sensor,Quality_Control,GATEWAY-01,3,1,0,0,0,0,17.7,0,53.1,0,39.6,-82,Normal,Stable,0.21950593943659413,None,N/A,NORMAL,None,False
2025-12-08 09:36:56,WLAN-AP-02,Belden BAT867,WLAN_AP,Factory_Floor_B,EDGE-SW-02,0,3,0,0,-47,48,11.4,0,75.7,0,20.9,-95,Normal,CRITICAL_RISK,-0.0027531032391757693,UNKNOWN: Complex Multi-Layer Issue - Requires Manual Inspection,MEDIUM (65%),LOW,UNKNOWN: Complex Multi-Layer Issue - Requires Manual Inspection,False
2025-12-08 09:38:26,SEC-FW-02,Belden EAGLE40,Firewall,DMZ,CORE-SW-02,3,2,376,0,0,0,7.6,22,54.0,0,20.1,-86,Normal,Stable,0.08422360389077005,None,N/A,NORMAL,None,False
2025-12-08 09:39:56,EDGE-SW-01,Hirschmann BOBCAT,Switch,Factory_Floor_A,SEC-FW-01,1,2,0,0,0,0,15.4,0,59.1,0,40.6,-72,Normal,Stable,0.21032293061471974,None,N/A,NORMAL,None,False
2025-12-08 09:41:26,WLAN-AP-01,Belden BAT867,WLAN_AP,Factory_Floor_A,EDGE-SW-01,1,101,0,0,-51,10,58.9,0,190.7,0,44.9,-54,RF_Interference,Stable,0.000822407329256647,None,N/A,NORMAL,None,False
2025-12-08 09:42:56,CORE-SW-01,Hirschmann BOBCAT 24TX,Switch,Server_Room,Cloud,0,7,0,0,0,0,15.1,0,34.9,0,38.2,-77,Normal,Stable,0.21182988717196222,None,N/A,NORMAL,None,False
2025-12-08 09:44:26,PLC-ROBOT-02,Siemens S7-1500,PLC,Assembly_Line_2,EDGE-SW-02,4,2,0,0,0,0,17.5,0,64.3,0,20.9,-78,Normal,Stable,0.19628653818904357,None,N/A,NORMAL,None,False
2025-12-08 09:45:56,CORE-SW-01,Hirschmann BOBCAT 24TX,Switch,Server_Room,Cloud,0,6,0,0,0,0,13.9,0,34.4,0,36.3,-82,Normal,Stable,0.2149654930573746,None,N/A,NORMAL,None,False
2025-12-08 09:47:26,EDGE-SW-01,Hirschmann BOBCAT,Switch,Factory_Floor_A,SEC-FW-01,3,6,0,0,0,0,13.4,0,32.8,0,23.8,-86,Normal,Stable,0.20595749980871575,None,N/A,NORMAL,None,False
2025-12-08 09:48:56,GATEWAY-01,Belden OpEdge-8D,Gateway,Factory_Floor_A,EDGE-SW-01,0,8,0,0,0,0,15.2,0,76.1,38,35.1,-92,Normal,Stable,0.159844891543781,None,N/A,NORMAL,None,False
2025-12-08 09:50:26,CORE-SW-02,Hirschmann RS40,Switch,Server_Room,Cloud,81,24,0,7,0,0,25.7,0,103.8,0,75.0,-89,Heat_Wave,Stable,0.019029039993957886,None,N/A,NORMAL,None,False
2025-12-08 09:51:56,SEC-FW-01,Belden EAGLE40,Firewall,DMZ,CORE-SW-01,1,9,369,0,0,0,5.1,12,77.0,0,32.4,-88,Normal,Stable,0.09840500735265029,None,N/A,NORMAL,None,False
2025-12-08 09:53:26,SENSOR-HUB-02,Phoenix Contact,Sensor,Packaging,GATEWAY-02,4,7,0,0,0,0,19.5,0,35.9,0,32.4,-93,Normal,Stable,0.20299668085764755,None,N/A,NORMAL,None,False
2025-12-08 09:54:56,EDGE-SW-01,Hirschmann BOBCAT,Switch,Factory_Floor_A,SEC-FW-01,4,2,0,0,0,0,7.0,0,34.0,0,31.4,-94,Normal,Stable,0.19176800732383226,None,N/A,NORMAL,None,False
2025-12-08 09:56:26,CORE-SW-01,Hirschmann BOBCAT 24TX,Switch,Server_Room,Cloud,3,51,0,0,0,0,53.5,0,111.3,0,29.0,-62,RF_Interference,Stable,0.14468512060720573,None,N/A,NORMAL,None,False
2025-12-08 09:57:56,SENSOR-HUB-02,Phoenix Contact,Sensor,Packaging,GATEWAY-02,1,8,0,0,0,0,10.4,0,69.2,0,36.2,-76,Normal,Stable,0.21647798595443563,None,N/A,NORMAL,None,False
2025-12-08 09:59:26,EDGE-SW-02,Hirschmann BOBCAT,Switch,Factory_Floor_B,SEC-FW-02,2,244,0,0,0,0,132.3,0,287.8,0,24.6,-87,DDoS_Attack,Stable,0.002194257961764756,None,N/A,NORMAL,None,False
